,RH,SR,Temperature,WBGT,Wind
0,78.56096,3.5999988e-12,16.560272,13.764493,2.9521205
1,84.37453,3.5999988e-12,16.267975,13.78936,2.881089
2,86.4725,36044.13,17.870605,15.397643,3.1097088
3,86.20173,455627.8,19.076263,16.871237,4.2878337
4,83.329216,1035279.44,19.344635,17.434689,4.4197702
5,65.626526,1624435.0,23.589935,20.659258,4.4701633
6,58.679478,2159590.0,24.605011,20.314432,4.4124517
7,56.5197,2438129.0,24.806732,20.303885,4.2213817
8,47.703533,2501847.0,26.583405,20.897911,3.9734738
9,45.756466,2294846.0,26.899994,20.92533,3.72101
10,50.198822,1869423.0,25.432404,20.135687,3.3218944
11,49.1677,1280021.0,25.517914,20.704933,3.1177378
12,49.70076,604371.06,25.447662,20.215767,2.2352898
13,53.250607,74664.47,24.420258,19.193771,2.0408123
14,62.498516,3.5999988e-12,20.807037,16.630291,2.1780336
15,63.675213,3.5999988e-12,19.880585,15.891842,2.1931467
16,62.372597,3.5999988e-12,20.02243,15.929038,2.3177402
17,69.13132,3.5999988e-12,18.619843,15.09917,2.4589627
18,69.646484,3.5999988e-12,18.578888,15.093582,2.422753
19,69.37577,3.5999988e-12,18.611725,15.109745,2.3423908
20,73.16726,3.5999988e-12,17.122467,14.004819,2.2430885
21,73.31459,3.5999988e-12,17.05362,13.956035,2.0927472
22,79.55209,3.5999988e-12,15.849274,13.196246,2.050433
23,79.63787,3.5999988e-12,15.905487,13.2480135,2.1571627
24,77.02878,3.5999988e-12,16.900116,13.99847,2.5190973
25,76.87511,3.5999988e-12,16.791443,13.886985,2.86963
26,75.99012,36197.95,18.419312,15.312752,3.250209
27,74.51554,496792.8,19.350952,16.454098,3.5042794
28,74.76206,1176858.0,19.603851,17.265997,3.9391649
29,57.826805,1794998.0,23.63852,19.361032,4.351329
30,53.4505,2255224.0,24.63559,19.83444,4.1659937
31,51.767044,2502792.0,24.777496,19.812563,3.8279445
32,43.165806,2524488.0,26.819305,20.597137,3.4886885
33,41.577904,2312557.0,27.197205,20.703962,3.1615992
34,44.120472,1888673.0,26.122345,20.06944,3.216409
35,43.02023,1296620.0,26.199402,19.952734,3.173842
36,48.696365,616798.1,25.849274,20.501835,2.028953
37,45.90858,78299.45,25.336151,19.339252,2.4023025
38,57.581375,3.5999988e-12,21.46756,16.86732,2.3517368
39,61.207474,3.5999988e-12,19.998077,15.834823,2.320271
40,60.548927,3.5999988e-12,19.861298,15.678879,2.249616
41,63.258915,3.5999988e-12,17.887299,14.140527,2.3480024
42,61.634373,3.5999988e-12,18.230621,14.335412,2.5574994
43,60.5294,3.5999988e-12,18.485321,14.481187,2.7797663
44,65.39408,3.5999988e-12,17.3508,13.78462,2.7293594
45,66.88712,3.5999988e-12,17.331268,13.849841,2.6098359
46,72.45757,3.5999988e-12,15.782928,12.793626,2.611381
47,74.67958,3.5999988e-12,15.740265,12.862811,2.5168102
48,72.28587,3.5999988e-12,15.786346,12.793096,2.4104218
49,76.216064,3.5999988e-12,15.86264,13.045433,2.340589
50,74.00715,35493.535,17.713959,14.591103,2.6739326
51,69.26095,500440.38,19.292267,16.105093,2.925017
52,66.58632,1188828.0,20.222229,17.315083,3.6894612
53,51.04031,1810463.0,24.944214,19.807297,4.328639
54,48.436623,2274157.0,25.111511,19.731886,4.281103
55,46.242462,2533383.0,25.226837,19.630545,3.8976068
56,37.837036,2556541.0,27.484283,20.535053,3.3967576
57,35.579063,2346288.0,27.82309,20.518965,2.8618205
58,36.11693,1919174.0,26.666168,19.639194,2.63046
59,37.375534,1322364.0,26.731659,19.765747,2.4222329
60,49.73604,635050.6,26.332611,21.106455,1.3034834
61,35.14224,82882.22,27.026276,19.758081,2.3665657
62,52.459724,3.5999988e-12,21.266144,16.327873,2.683299
63,55.553032,3.5999988e-12,19.738129,15.258386,2.4009895
64,53.523804,3.5999988e-12,19.873016,15.248832,2.3386776
65,60.448444,3.5999988e-12,17.498016,13.66745,2.1875234
66,61.458344,3.5999988e-12,17.363312,13.609738,2.1292696
67,63.7869,3.5999988e-12,17.181671,13.568271,2.3723073
68,69.52001,3.5999988e-12,16.22586,13.0397,2.3981302
69,72.37769,3.5999988e-12,15.676849,12.706265,2.2760057
70,73.978455,3.5999988e-12,14.8385315,12.057484,2.2750254
71,74.69723,3.5999988e-12,14.870392,12.115096,2.3274412
72,74.73675,3.5999988e-12,15.724579,12.857437,2.2615557
73,75.20647,3.5999988e-12,15.890472,13.022552,2.3276386
74,71.571884,34508.22,18.059235,14.7609005,2.7821374
75,68.771194,492222.2,19.410126,16.151882,3.1286864
76,63.472683,1174926.0,19.595123,16.555517,3.4008615
77,51.32419,1795024.0,24.822876,19.732763,3.4736104
78,48.518528,2257886.0,25.971344,20.450277,2.7325761
79,48.318863,2517100.0,25.961273,20.44778,1.3624142
80,41.40544,2536786.0,27.950592,21.375788,0.57275903
81,38.86257,2325077.0,28.545868,21.531483,0.57992715
82,42.21365,1901984.0,27.806702,21.227392,1.1756668
83,40.48203,1309227.0,28.090485,21.194124,1.0584753
84,46.46107,628050.1,28.078217,22.373941,0.99973154
85,45.75538,82946.16,26.892365,20.718124,1.72909
86,57.915558,3.5999988e-12,22.959015,18.24668,1.5576216
87,54.82444,3.5999988e-12,23.065704,18.192226,0.84602356
88,57.722862,3.5999988e-12,22.360748,17.843061,0.51318914
89,64.56351,3.5999988e-12,20.29123,16.35785,1.3147578
90,65.66304,3.5999988e-12,20.06015,16.219294,1.3411353
91,64.16594,3.5999988e-12,20.514801,16.540947,1.1869683
92,67.07376,3.5999988e-12,19.116608,15.509998,0.82284635
93,67.04585,3.5999988e-12,19.183502,15.584208,0.67745185
94,77.36289,3.5999988e-12,17.607697,14.7338,0.5609417
95,76.583824,3.5999988e-12,17.82663,14.870961,0.8184362
96,75.193054,3.5999988e-12,18.322418,15.210652,1.4487141
97,80.24049,3.5999988e-12,17.155243,14.401094,2.105426
98,80.52817,33497.133,17.397919,14.676816,1.630115
99,71.812775,490763.8,19.72525,16.669434,2.031209
100,65.313126,1174452.0,20.038483,17.099752,2.4490666
101,49.49686,1798787.0,24.922089,19.632914,2.6036918
102,44.369556,2263558.0,26.20932,20.20556,2.4609473
103,44.622696,2518265.0,26.319366,20.3487,2.0050633
104,39.003723,2542587.0,28.433624,21.423569,1.7820333
105,37.924763,2333576.0,28.967133,21.698517,1.745677
106,37.992943,1910678.0,28.150177,21.012127,1.8175672
107,37.268005,1318855.0,28.339386,21.014751,1.550292
108,48.54351,636382.5,28.124115,22.61779,1.0534112
109,39.05073,86248.38,28.0159,21.011309,1.8298
110,57.096596,3.5999988e-12,23.146881,18.310965,2.129508
111,63.79257,3.5999988e-12,21.539703,17.373512,2.0487864
112,66.33286,3.5999988e-12,21.54129,17.546848,2.10886
113,78.619026,3.5999988e-12,18.533844,15.573225,2.0516312
114,82.537254,3.5999988e-12,18.3284,15.607875,1.8515776
115,85.79493,3.5999988e-12,17.860626,15.344929,2.0439508
116,91.323586,3.5999988e-12,16.386505,14.247851,2.005092
117,89.18695,3.5999988e-12,16.808014,14.539951,1.8000295
118,90.6414,3.5999988e-12,15.986786,13.847311,1.6278921
119,90.686844,3.5999988e-12,16.0029,13.865336,1.5638795
120,88.73865,3.5999988e-12,16.858368,14.569737,1.5151025
121,88.084564,3.5999988e-12,16.729523,14.418504,1.454041
122,87.11068,32652.16,18.56427,16.123247,1.4064745
123,79.92151,486360.38,19.344147,16.830608,1.281925
124,74.87749,1169358.0,19.59665,17.308569,1.8877558
125,53.264736,1793667.0,25.510437,20.509563,2.2556882
126,47.3927,2258999.0,26.516754,20.783377,2.112006
127,45.541527,2515421.0,26.57016,20.65297,1.6266601
128,40.872692,2536963.0,28.016937,21.30816,1.1545613
129,38.548824,2288385.0,28.58908,21.48201,0.8394524
130,40.054928,1877769.0,27.960724,21.10603,0.9150333
131,38.56315,1308574.0,28.20694,21.061785,1.04375
132,43.496605,637329.6,28.143951,22.138206,1.0403076
133,41.673046,88795.44,27.377228,20.696005,2.2349267
134,56.01415,3.5999988e-12,22.989288,18.08621,2.202656
135,52.636326,3.5999988e-12,23.222565,18.04967,1.9430065
136,50.962883,3.5999988e-12,23.394318,18.110018,1.4715011
137,58.61469,3.5999988e-12,20.617218,16.309956,0.90421104
138,58.174366,3.5999988e-12,20.665802,16.391003,0.5033627
139,59.704357,3.5999988e-12,20.157135,15.983088,0.8691305
140,67.64973,3.5999988e-12,18.109772,14.591781,1.8376961
141,71.03074,3.5999988e-12,17.361115,14.104654,2.209367
142,75.45513,3.5999988e-12,16.01773,13.141176,2.5342052
143,73.65956,3.5999988e-12,16.202118,13.220646,2.3333054
144,70.33617,3.5999988e-12,16.915436,13.681553,2.1711967
145,67.69808,3.5999988e-12,17.01883,13.633511,2.2763786
146,65.05126,32613.543,19.115631,15.321102,2.5309978
147,60.7495,493195.2,20.398285,16.547016,2.7014306
148,59.620876,1185511.0,20.601349,17.216927,2.9237335
149,46.319435,1817079.0,25.687134,19.939308,3.0972142
150,39.624672,2291525.0,27.246185,20.52144,3.4378328
151,39.042126,2542113.0,27.244476,20.4806,2.8795469
152,34.400253,2573485.0,28.622223,21.024109,2.409624
153,31.130527,2368788.0,28.999176,20.89523,2.1376715
154,35.32637,1947616.0,28.31314,20.829237,2.1780448
155,33.81352,1353452.0,28.526337,20.752522,2.1088262
156,43.964886,664696.06,28.097626,22.104256,1.4356049
157,37.57576,95899.75,27.35733,20.275463,2.3436806
158,51.6863,3.5999988e-12,22.293365,17.153225,2.4374094
159,51.15239,3.5999988e-12,21.479034,16.42379,2.5440812
160,49.153915,3.5999988e-12,21.630096,16.411558,2.533763
161,52.70058,3.5999988e-12,19.728851,15.061942,2.6735866
162,49.17725,3.5999988e-12,19.866547,14.9102745,3.0030026
163,48.53926,3.5999988e-12,19.871979,14.874351,3.2295494
164,51.19113,3.5999988e-12,18.511017,13.933582,3.2567894
165,50.8578,3.5999988e-12,18.506195,13.910441,3.2635043
166,59.879505,3.5999988e-12,17.089752,13.247636,3.3999267
167,62.082123,3.5999988e-12,16.975372,13.267291,3.350221
168,62.52215,3.5999988e-12,17.592926,13.809164,3.3088994
169,66.17312,3.5999988e-12,17.473969,13.905232,3.2155442
170,65.17256,32165.8,19.076813,15.257903,3.332355
171,64.42263,494463.94,20.081116,16.473328,3.6322286
172,58.861465,1193908.0,20.266418,16.857454,4.222421
173,43.974678,1833604.0,25.004547,19.148968,4.435087
174,35.93802,2314809.0,26.21103,19.31079,4.397797
175,34.392563,2586939.0,26.320465,19.256975,3.9875548
176,28.642813,2621463.0,28.360748,20.142288,3.5583496
177,26.954376,2414692.0,28.904266,20.318521,3.1717386
178,31.207947,1987899.0,27.684784,19.871696,2.7248766
179,30.162365,1384982.0,27.893341,19.844404,2.4077454
180,41.87495,684703.25,27.303436,21.245142,1.3796774
181,33.04466,101339.56,26.866852,19.440254,2.4266095
182,46.98122,3.5999988e-12,21.887482,16.465353,2.6388104
183,47.680782,3.5999988e-12,20.768097,15.605386,2.480332
184,47.273098,3.5999988e-12,20.851837,15.654968,2.340499
185,56.253727,3.5999988e-12,18.770416,14.492962,2.345011
186,57.68846,3.5999988e-12,18.80191,14.605297,2.2758102
187,58.97556,3.5999988e-12,18.84372,14.7143955,2.2882593
188,68.56522,3.5999988e-12,17.023102,13.679636,2.3356485
189,69.9126,3.5999988e-12,17.04007,13.761677,2.3891287
190,71.74052,3.5999988e-12,16.7565,13.602556,2.5983875
191,72.49204,3.5999988e-12,16.855804,13.722492,2.8016949
192,72.595245,3.5999988e-12,17.447784,14.243255,2.984466
193,74.66792,3.5999988e-12,17.38675,14.302365,2.8351357
194,73.249626,30936.98,18.975433,15.671132,2.813863
195,70.87866,483557.38,19.483856,16.340036,3.0599988
196,70.7777,1172558.0,20.57611,17.893953,3.3306234
197,54.550278,1806326.0,25.230316,20.40346,3.3042986
198,47.73316,2283129.0,26.489105,20.799816,2.8599257
199,44.350327,2560620.0,26.612213,20.562311,2.0550942
200,35.43496,2593991.0,28.547882,21.092627,1.4252526
201,33.450146,2392019.0,29.026093,21.20271,1.070169
202,33.421513,1972782.0,28.133453,20.468094,1.1281027
203,31.886656,1372934.0,28.389893,20.419996,1.2720929
204,37.852295,680656.9,28.344269,21.787102,1.0151268
205,32.276527,102760.81,28.200104,20.463741,2.0570571
206,46.664722,3.5999988e-12,23.425995,17.741993,2.2348797
207,44.39556,3.5999988e-12,23.305267,17.482248,2.0336874
208,47.423054,3.5999988e-12,22.353912,16.945791,1.7311344
209,63.790466,3.5999988e-12,18.168365,14.445318,1.5641981
210,66.855385,3.5999988e-12,17.930206,14.400428,1.6629615
211,68.05665,3.5999988e-12,18.092194,14.601735,1.7662176
212,74.16707,3.5999988e-12,16.692413,13.689879,1.7984215
213,73.83016,3.5999988e-12,16.927643,13.880369,1.7975273
214,75.95919,3.5999988e-12,15.998749,13.158792,2.077056
215,77.11718,3.5999988e-12,15.842621,13.074339,2.148755
216,79.10107,3.5999988e-12,15.899628,13.218457,2.115014
217,78.57406,3.5999988e-12,16.066254,13.340952,2.1376934
218,75.63124,30539.988,18.019623,14.955885,2.3879585
219,70.07518,484287.25,19.463043,16.299786,2.697531
220,67.55363,1175412.0,19.924591,17.101456,3.1865268
221,53.61379,1805495.0,25.622986,20.643003,3.2347472
222,47.79389,2279621.0,26.898407,21.147821,2.9579735
223,46.62666,2540872.0,26.953827,21.091925,2.202301
224,39.608143,2574485.0,28.572723,21.610994,1.9261849
225,37.110252,2350241.0,29.357758,21.911585,1.8987424
226,38.880573,1957679.0,28.341461,21.274279,1.7527431
227,37.825546,1338448.0,28.53775,21.240595,1.6723387
228,44.797264,681068.0,28.228607,22.347775,1.2120014
229,39.34081,105064.375,27.733917,20.80224,1.9962313
230,51.833076,3.5999988e-12,23.052277,17.817255,2.3170807
231,52.647026,3.5999988e-12,21.674347,16.681408,2.7533793
232,53.796505,3.5999988e-12,21.410187,16.542025,2.6651025
233,62.781418,3.5999988e-12,19.26236,15.2932205,2.351536
234,64.90354,3.5999988e-12,18.76358,14.9990635,2.0222166
235,65.4292,3.5999988e-12,18.749176,15.023714,1.8645566
236,72.29717,3.5999988e-12,16.625885,13.543157,1.6917677
237,75.085945,3.5999988e-12,16.180573,13.277317,2.056622
238,80.93726,3.5999988e-12,14.63797,12.187783,2.0477667
239,77.7495,3.5999988e-12,15.285919,12.62302,1.7809426
240,76.857605,3.5999988e-12,16.173248,13.386743,1.110736
241,77.969376,3.5999988e-12,16.005585,13.277343,1.4375198
242,78.12244,30220.012,17.226593,14.39956,1.4961793
243,67.82457,482497.88,19.105988,15.911722,1.2227625
244,51.85177,1169343.0,19.70694,16.036224,1.4960569
245,40.71719,1823555.0,24.963226,18.787718,1.6417255
246,36.2638,2303174.0,26.291412,19.406254,1.2776638
247,36.80757,2503019.0,26.27884,19.475702,1.0989274
248,32.86159,2556202.0,28.27475,20.570984,1.4360245
249,32.471786,2397046.0,28.926788,21.006987,1.6991138
250,37.466755,1940076.0,27.649445,20.558546,1.5256866
251,37.354805,1384803.0,27.758148,20.573395,1.390794
252,42.07748,693381.94,27.755585,21.781128,0.7381054
253,33.402893,109186.19,29.1492,21.491192,1.144435
254,50.682907,3.5999988e-12,23.788605,18.377222,2.0437114
255,61.042793,3.5999988e-12,20.595734,16.355268,2.0750077
256,60.162933,3.5999988e-12,20.881378,16.534176,2.32472
257,67.26621,3.5999988e-12,18.637482,15.01819,2.1696074
258,70.35784,3.5999988e-12,17.657501,14.336858,1.9704723
259,72.20914,3.5999988e-12,17.344147,14.158802,1.9689889
260,72.390915,3.5999988e-12,16.759674,13.674329,1.4494756
261,67.84182,3.5999988e-12,17.755157,14.365533,0.7157486
262,78.169655,3.5999988e-12,15.674713,12.998642,1.2904515
263,81.08022,3.5999988e-12,15.046783,12.557695,1.8712164
264,79.69159,3.5999988e-12,15.630157,13.005624,2.1809983
265,78.8036,3.5999988e-12,15.693268,13.019993,2.2032838
266,75.30873,28837.84,18.143341,15.067138,1.7585503
267,66.73053,470718.2,20.07315,16.652988,1.9841304
268,66.3606,1154419.0,20.651031,17.690493,2.554297
269,51.535957,1786307.0,25.880615,20.643131,3.3044996
270,47.443993,2261816.0,27.069794,21.250532,3.7535036
271,45.76055,2533958.0,27.172516,21.17609,3.5402725
272,41.15268,2561010.0,28.876495,22.042978,3.0283267
273,38.933258,2311619.0,29.681915,22.397371,2.6261537
274,40.0321,1849901.0,28.817413,21.78459,2.139333
275,39.54999,1121567.0,28.949493,21.757015,1.5903343
276,47.248055,564101.5,28.674286,22.952751,0.8707367
277,43.529507,96654.5,28.429108,21.892818,1.307119
278,53.474766,3.5999988e-12,24.579987,19.266321,2.4025452
279,62.26405,3.5999988e-12,22.328522,17.936136,2.8192527
280,65.42086,3.5999988e-12,22.026398,17.901703,2.5855703
281,78.1694,3.5999988e-12,19.235748,16.193043,2.0985668
282,83.61265,3.5999988e-12,18.501862,15.82823,1.922279
283,81.814476,3.5999988e-12,19.19461,16.385147,1.5772508
284,89.37513,3.5999988e-12,17.535187,15.238678,1.5117091
285,88.89492,3.5999988e-12,17.751373,15.41669,1.584282
286,87.9635,3.5999988e-12,17.631134,15.255283,1.5223819
287,89.964584,3.5999988e-12,17.217682,14.968397,1.5418421
288,89.53995,3.5999988e-12,17.673126,15.375839,1.6236429
289,88.77832,3.5999988e-12,17.76175,15.430896,1.1414194
290,91.30066,28466.586,18.062286,15.872051,1.2647611
291,79.57023,472191.3,20.065704,17.447369,2.0653932
292,71.228096,1160897.0,20.581635,17.91909,3.0279124
293,52.89772,1794921.0,25.503204,20.46565,3.5619798
294,48.66795,2274077.0,26.52475,20.930079,3.5899663
295,46.93326,2543096.0,26.6893,20.906187,3.1894681
296,39.839684,2582751.0,28.252045,21.381174,2.4693673
297,37.151142,2384901.0,28.880402,21.540297,1.8957677
298,40.49977,1785327.0,27.613525,20.861723,1.8640096
299,39.246918,1249916.0,27.927032,20.91246,2.2099347
300,44.233055,626666.06,27.714142,21.697039,2.0755274
301,41.204304,101324.31,27.664948,20.940228,1.8589169
302,50.21415,3.5999988e-12,23.71988,18.297731,1.8356209
303,52.90156,3.5999988e-12,22.326202,17.288837,2.1143486
304,54.939564,3.5999988e-12,21.735504,16.94099,1.9141368
305,61.595314,3.5999988e-12,20.073883,15.942925,1.9452807
306,60.36754,3.5999988e-12,20.241241,16.00366,2.083926
307,57.80162,3.5999988e-12,20.498932,16.052937,2.252324
308,61.939938,3.5999988e-12,18.721588,14.783991,2.2291584
309,60.419334,3.5999988e-12,18.68753,14.671675,2.142272
310,65.756996,3.5999988e-12,17.84201,14.232484,2.4882123
311,63.47443,3.5999988e-12,17.933685,14.177319,2.774777
312,61.0338,3.5999988e-12,18.511566,14.50242,3.0575628
313,61.587048,3.5999988e-12,18.284332,14.341649,3.2589335
314,62.059338,28376.914,19.562866,15.485774,3.443543
315,64.469025,472510.0,20.363861,16.706629,3.7381816
316,68.005875,1161190.0,20.669312,17.784817,4.0910273
317,51.959705,1791669.0,25.403656,20.28441,4.157713
318,45.274033,2269855.0,26.74353,20.740656,3.6406214
319,44.109997,2552877.0,26.837769,20.719208,2.6256952
320,40.440132,2591586.0,28.194153,21.406296,1.699995
321,38.71031,2371735.0,28.81717,21.678118,1.1899364
322,41.24331,1886322.0,27.726685,21.052948,0.9493609
323,40.31274,1206482.0,27.848724,20.968954,1.123711
324,42.298607,666159.5,27.90976,21.793049,1.333851
325,41.569313,109658.5,27.47934,20.876226,1.4491726
326,57.40153,3.5999988e-12,22.79715,18.065052,1.5671772
327,58.33497,3.5999988e-12,22.387115,17.84372,0.87153345
328,57.79832,3.5999988e-12,22.604462,17.99681,0.8776959
329,69.116554,3.5999988e-12,19.45285,15.886675,1.3394843
330,70.77827,3.5999988e-12,19.418,15.940291,1.5869731
331,70.607086,3.5999988e-12,19.353424,15.871736,1.5945328
332,74.98165,3.5999988e-12,17.698395,14.646246,1.2595026
333,73.89963,3.5999988e-12,17.966644,14.831063,1.2294241
334,78.27097,3.5999988e-12,17.34555,14.488648,1.5167301
335,78.747925,3.5999988e-12,17.188995,14.367968,1.628513
336,79.73893,3.5999988e-12,17.018036,14.255667,1.9220992
337,78.58671,3.5999988e-12,17.098114,14.265153,2.085544
338,74.80091,27929.172,18.606293,15.452624,1.8635312
339,70.13779,472343.8,20.216583,16.98415,2.320495
340,65.22767,1157377.0,20.373657,17.334776,3.0098367
341,53.11152,1802897.0,25.380066,20.383804,3.1978028
342,47.323303,2283141.0,26.920563,21.114622,3.3284504
343,46.083073,2543252.0,27.081024,21.137299,2.7910774
344,40.802254,2587477.0,28.48587,21.68512,1.9739399
345,39.14316,2261730.0,28.992432,21.860527,1.5042158
346,38.41987,1662560.0,28.467499,21.289438,1.4571813
347,37.102356,1233971.0,28.815338,21.362986,1.3420489
348,42.02936,674179.06,28.638153,22.44411,1.0570761
349,43.064705,110121.94,27.351166,20.862768,1.8640939
350,56.983543,3.5999988e-12,23.21988,18.423542,1.3745631
351,55.36031,3.5999988e-12,23.354645,18.525076,0.62978697
352,56.92627,3.5999988e-12,23.001862,18.231531,1.326589
353,67.412224,3.5999988e-12,20.289703,16.515823,1.6156136
354,70.858154,3.5999988e-12,19.854767,16.328686,1.812397
355,70.98167,3.5999988e-12,20.006744,16.468893,1.9313055
356,72.65378,3.5999988e-12,19.358978,16.003935,1.4648906
357,71.11284,3.5999988e-12,19.640656,16.206871,0.8814052
358,82.23797,3.5999988e-12,18.434723,15.719605,1.0077535
359,82.21074,3.5999988e-12,18.350006,15.607713,1.9359618
360,90.21867,3.5999988e-12,16.811066,14.58866,2.2200866
361,86.72981,3.5999988e-12,16.95169,14.545275,2.1153433
362,77.277885,27161.21,19.315155,16.241726,1.9166584
363,64.099144,465329.38,21.33554,17.578114,2.5208268
364,60.62181,1159694.0,21.812622,18.29111,3.1640224
365,49.814663,1799899.0,26.5047,20.988358,3.6615098
366,44.51303,2280926.0,27.807953,21.533802,3.5607126
367,43.63586,2507680.0,27.940582,21.565088,2.9505925
368,38.91253,1974951.0,29.256744,22.015608,2.7542598
369,37.995686,1467824.0,29.640717,22.1577,2.5503094
370,41.65036,1233946.2,28.338165,21.525105,2.596869
371,41.21074,962276.06,28.56314,22.39067,2.1276844
372,48.3785,429282.38,28.155731,22.437763,1.1737403
373,47.330997,79851.875,28.017609,21.80978,2.1479807
374,60.601734,3.5999988e-12,23.87503,19.237244,2.075257
375,63.39084,3.5999988e-12,22.751984,18.407284,2.6520524
376,67.56845,3.5999988e-12,22.411652,18.40827,2.6008549
377,80.999985,3.5999988e-12,19.805084,16.891996,2.270394
378,86.872505,3.5999988e-12,19.185333,16.664799,1.8825316
379,89.56042,3.5999988e-12,18.986359,16.636456,1.559037
380,90.67275,3.5999988e-12,18.546906,16.269348,1.8706573
381,90.97683,3.5999988e-12,18.023956,15.784248,1.8002158
382,95.02435,3.5999988e-12,16.193268,14.247833,1.5932499
383,96.60295,3.5999988e-12,16.326935,14.449121,1.7317768
384,96.21779,3.5999988e-12,16.649567,14.738997,1.7131975
385,94.66729,3.5999988e-12,17.001617,15.000026,1.6124226
386,93.40845,26034.953,18.490692,16.407286,0.91825944
387,84.44288,454705.5,20.392181,18.084066,1.079562
388,71.041145,1047417.75,21.046295,18.324625,1.3313226
389,59.781742,1738070.0,25.609467,21.264387,1.508024
390,54.44321,2189289.0,26.761444,21.754482,1.7273195
391,52.411278,2437866.0,26.865143,21.646399,2.43926
392,46.48878,1968132.0,28.193329,22.053669,2.6697292
393,44.28754,1953549.0,28.713165,22.225252,2.923992
394,49.546223,1694864.0,27.123505,21.471659,3.0555267
395,48.85384,1230565.8,27.259491,22.150888,3.0812714
396,51.55343,428084.7,26.844269,21.43662,2.6801436
397,54.410286,111017.94,26.326813,21.003735,2.2573228
398,64.451096,3.5999988e-12,23.532013,19.198465,2.687023
399,69.58712,3.5999988e-12,22.63028,18.753853,2.7683146
400,72.70863,3.5999988e-12,22.434357,18.805475,2.6289926
401,81.5405,3.5999988e-12,20.196075,17.289547,2.575642
402,83.521965,3.5999988e-12,20.060944,17.286543,2.5517306
403,84.526,3.5999988e-12,20.004791,17.297537,2.462943
404,92.73133,3.5999988e-12,17.664215,15.529199,2.1276364
405,93.382904,3.5999988e-12,17.4086,15.32618,1.4910105
406,95.55279,3.5999988e-12,16.495636,14.567572,0.99326044
407,93.51871,3.5999988e-12,17.190216,15.134723,0.8899166
408,95.129486,3.5999988e-12,17.07962,15.103237,1.1997334
409,95.14197,3.5999988e-12,17.066803,15.090784,1.2537243
410,91.390366,23718.137,18.354889,16.150059,1.503563
411,84.35995,394014.75,19.473358,17.12674,1.5954309
412,78.67982,1003206.25,19.703949,17.503773,1.7831553
413,64.48436,1533322.0,23.859161,20.822226,1.8123982
414,57.164764,2103411.0,25.08609,20.575274,1.5451181
415,54.77451,2158554.0,25.310211,20.531425,1.0983337
416,47.931293,1587640.0,26.912262,21.102646,1.2947793
417,46.577618,1508191.0,27.292816,21.261274,1.5563637
418,50.325935,1254719.0,26.769684,22.082169,1.1552901
419,49.06707,1018161.75,27.192291,22.142765,1.1526341
420,50.407364,477925.94,27.321075,21.97809,0.8912463
421,55.095875,88312.69,26.412872,21.234537,1.0916649
422,58.517654,3.5999988e-12,24.536041,19.789022,0.8133682
423,64.5047,3.5999988e-12,22.854767,18.635145,1.6519201
424,69.927086,3.5999988e-12,21.478912,17.754078,1.7353288
425,77.68458,3.5999988e-12,18.53189,15.526142,1.8061252
426,78.4946,3.5999988e-12,18.427277,15.48,1.6722535
427,80.16182,3.5999988e-12,18.21634,15.370341,1.9439422
428,82.10494,3.5999988e-12,17.246246,14.59148,1.6297926
429,81.343155,3.5999988e-12,17.505524,14.80452,1.1875234
430,85.30171,3.5999988e-12,17.04422,14.610462,0.52087724
431,89.75235,3.5999988e-12,16.105377,13.925759,1.0898776
432,89.42144,3.5999988e-12,16.247711,14.031409,1.6699225
433,86.556335,3.5999988e-12,16.581818,14.198565,1.8718474
434,80.519226,25138.371,18.430511,15.602186,2.2023408
435,73.089165,442456.5,20.383362,17.29094,2.6052885
436,73.654816,1039822.06,20.379791,17.793072,3.360501
437,60.453117,1617122.0,25.086517,21.59872,3.322484
438,54.00728,2168840.0,26.267578,21.2764,3.28148
439,52.365078,2412359.0,26.484375,21.311333,3.121009
440,43.984398,2508265.0,28.425293,22.006989,2.6062624
441,42.86644,2287824.0,28.756744,22.124279,2.244688
442,43.519753,1713210.0,27.845734,21.390905,1.7498983
443,42.97899,1005751.06,27.934113,22.12723,1.6034452
444,46.986828,526599.75,27.925201,22.153593,1.3321579
445,46.09253,96076.75,27.84433,21.586794,1.7356362
446,54.986584,3.5999988e-12,24.968048,19.768229,1.9291025
447,57.33342,3.5999988e-12,23.88321,18.990206,1.992113
448,57.328426,3.5999988e-12,23.881256,18.998024,1.8474253
449,65.96994,3.5999988e-12,21.404572,17.418215,1.7232339
450,65.23562,3.5999988e-12,21.49356,17.431543,2.0425358
451,63.176746,3.5999988e-12,21.75119,17.5085,2.280079
452,67.05158,3.5999988e-12,20.10971,16.299347,2.334408
453,65.544304,3.5999988e-12,20.081757,16.173775,2.4850528
454,72.158585,3.5999988e-12,18.311188,14.992561,2.6217058
455,71.19099,3.5999988e-12,18.361542,14.975446,2.9050927
456,70.454994,3.5999988e-12,18.789886,15.292953,3.08068
457,72.59465,3.5999988e-12,18.669037,15.310703,3.1118872
458,72.867546,26354.426,19.992218,16.54393,3.2644126
459,74.5563,465471.2,20.910309,17.865837,3.7612205
460,74.65736,1158182.0,20.972717,18.507286,4.2812963
461,60.945297,1797968.0,25.48825,21.283175,4.409676
462,51.23089,2288656.0,26.751038,21.402971,4.602246
463,48.706207,2565893.0,26.840027,21.229387,4.1868267
